iter	Logloss
0	0.6733017357
1	0.6553574071
2	0.6381112165
3	0.6226579945
4	0.6059415837
5	0.5925583218
6	0.5810580075
7	0.5699837047
8	0.5576467111
9	0.5472608155
10	0.5376039985
11	0.5288615783
12	0.5209862094
13	0.5129490796
14	0.506116559
15	0.4993786419
16	0.493939489
17	0.4878160857
18	0.482401151
19	0.4773846457
20	0.4732560573
21	0.4689401945
22	0.4647289663
23	0.4609708815
24	0.4570584261
25	0.4534163955
26	0.4507687652
27	0.4479543235
28	0.4449048751
29	0.4425322587
30	0.4403584743
31	0.4380270564
32	0.4349890982
33	0.432589285
34	0.4302741231
35	0.4279979843
36	0.4253556541
37	0.4237937122
38	0.4216053093
39	0.4199083502
40	0.4181373547
41	0.4166011887
42	0.4151404176
43	0.41325399
44	0.411540571
45	0.4101743996
46	0.4089429684
47	0.4076295053
48	0.4060889822
49	0.405022693
50	0.403842217
51	0.402623984
52	0.4011147885
53	0.3999469552
54	0.3989921635
55	0.3979523559
56	0.3970760288
57	0.3964419189
58	0.3955251081
59	0.3946006831
60	0.393728513
61	0.3926574555
62	0.3920024076
63	0.3914374534
64	0.3905693703
65	0.3898563578
66	0.3889459278
67	0.3883513823
68	0.3877574621
69	0.3872964253
70	0.3867688181
71	0.3860917935
72	0.3855405648
73	0.3848918751
74	0.38438467
75	0.3838571204
76	0.3831994225
77	0.3826968531
78	0.3823335024
79	0.3818873351
80	0.3813985068
81	0.3808624757
82	0.3804357069
83	0.3799685501
84	0.3795793237
85	0.3792209192
86	0.3788412551
87	0.3784801441
88	0.3780923159
89	0.3776916781
90	0.3772701719
91	0.3769061649
92	0.3764659207
93	0.3762743732
94	0.3757184394
95	0.3752706051
96	0.374927525
97	0.3745780919
98	0.3742573524
99	0.3737087273
100	0.3732576489
101	0.3729052082
102	0.3724113509
103	0.3720832084
104	0.3718613826
105	0.3715586179
106	0.3712347267
107	0.3708761985
108	0.3705159717
109	0.3702791893
110	0.3699837376
111	0.3696799203
112	0.3694023376
113	0.3691396172
114	0.3688437952
115	0.368585124
116	0.3682324292
117	0.3679709309
118	0.3676669142
119	0.3673292555
120	0.3671342866
121	0.3668788397
122	0.3666926584
123	0.3663761918
124	0.3661843888
125	0.3660188643
126	0.3658490887
127	0.3656689185
128	0.3654571711
129	0.3652009521
130	0.3650607684
131	0.3648077338
132	0.3646072132
133	0.364419914
134	0.364142327
135	0.364010138
136	0.363705023
137	0.3635078897
138	0.3632766892
139	0.3630034218
140	0.3627287611
141	0.3623574077
142	0.3621090083
143	0.3617649627
144	0.3615133023
145	0.3612928827
146	0.3611060536
147	0.3609544095
148	0.3607534916
149	0.3604501191
150	0.3599490903
151	0.3597849255
152	0.3596343179
153	0.3594174876
154	0.3592611966
155	0.359040318
156	0.3588647854
157	0.3587373863
158	0.3585715257
159	0.3584454194
160	0.3582118792
161	0.357982712
162	0.3578746824
163	0.3575841125
164	0.3574212584
165	0.3572467259
166	0.3570090009
167	0.3568535828
168	0.3565078015
169	0.3563580556
170	0.355926332
171	0.3556816109
172	0.3555193619
173	0.3553210637
174	0.3550879443
175	0.3549326731
176	0.3547137436
177	0.3545899796
178	0.3544938421
179	0.3543453499
180	0.3541493226
181	0.3540046157
182	0.3539102602
183	0.3536832166
184	0.3535728115
185	0.3534252442
186	0.3532695934
187	0.3529886931
188	0.3528051081
189	0.3526757215
190	0.3525770778
191	0.3524823581
192	0.3523450788
193	0.3522317868
194	0.3519863777
195	0.3516956485
196	0.3514896545
197	0.3513845591
198	0.3512403951
199	0.3510867293
200	0.350944736
201	0.3507768095
202	0.3506608959
203	0.35052461
204	0.3503566857
205	0.3501810266
206	0.3500824766
207	0.3499879191
208	0.349882338
209	0.3496574509
210	0.3495680742
211	0.3494944757
212	0.3493446891
213	0.3492069092
214	0.3491197248
215	0.3489972825
216	0.3488881147
217	0.3487555258
218	0.3486485092
219	0.3484531467
220	0.3483179242
221	0.3482181613
222	0.3481528689
223	0.3480640356
224	0.3480068489
225	0.3478874611
226	0.3478130766
227	0.347696347
228	0.3476486687
229	0.3474584827
230	0.3473168069
231	0.3472526196
232	0.3471021514
233	0.346963783
234	0.346692396
235	0.3465592147
236	0.3464678735
237	0.3463352834
238	0.346269485
239	0.346143447
240	0.3460385541
241	0.3459444305
242	0.3458437696
243	0.3457188458
244	0.3456536873
245	0.3454397177
246	0.3453349835
247	0.3452892955
248	0.3451886478
249	0.3449819783
250	0.3448516007
251	0.3447755557
252	0.3447316041
253	0.3446618279
254	0.3445423801
255	0.344450212
256	0.3443837823
257	0.3441548202
258	0.3440559565
259	0.34398042
260	0.3438869591
261	0.3437914329
262	0.3436935311
263	0.3436224561
264	0.3434836093
265	0.3434071885
266	0.3432993882
267	0.3430596352
268	0.3429716715
269	0.3427852042
270	0.3427013019
271	0.3425802645
272	0.3424272216
273	0.3423384531
274	0.3422280903
275	0.3420516215
276	0.3419276289
277	0.3418583839
278	0.3418143833
279	0.3417345538
280	0.3416654623
281	0.3413450933
282	0.3412204428
283	0.3411511767
284	0.3410541814
285	0.3409607288
286	0.340746114
287	0.3406068279
288	0.3404993089
289	0.3404226976
290	0.3402783998
291	0.3401428338
292	0.3400481816
293	0.3399436091
294	0.3398660348
295	0.3397964149
296	0.3397379256
297	0.339626388
298	0.3395508902
299	0.3394417408
300	0.33928928
301	0.3391652004
302	0.3390224062
303	0.3389217945
304	0.3388607604
305	0.3387109024
306	0.3385817519
307	0.338511069
308	0.338410223
309	0.338336926
310	0.3382401763
311	0.338071439
312	0.3380024245
313	0.3379201384
314	0.3377557494
315	0.3376307976
316	0.3375188828
317	0.3374125477
318	0.3372815821
319	0.3371392117
320	0.3370459073
321	0.3368311238
322	0.3367562774
323	0.3365987107
324	0.3363231075
325	0.3362043563
326	0.3361425544
327	0.336064613
328	0.3359998239
329	0.3358976648
330	0.3358513262
331	0.3356571245
332	0.3355616094
333	0.335488162
334	0.3353864987
335	0.3352902359
336	0.3351187342
337	0.3348652797
338	0.3346168629
339	0.3344897414
340	0.3344329423
341	0.3341092041
342	0.3340167804
343	0.333858642
344	0.333740967
345	0.3336697323
346	0.3335971253
347	0.3334495162
348	0.3333825832
349	0.3332648457
350	0.3332085313
351	0.3331486265
352	0.3330564741
353	0.332881131
354	0.3327141617
355	0.332618865
356	0.3325416425
357	0.3324020889
358	0.3323000832
359	0.3321917679
360	0.3321077838
361	0.3320375325
362	0.3319455538
363	0.3318641679
364	0.3317529785
365	0.3315755928
366	0.3314693606
367	0.331409841
368	0.3312860665
369	0.3312052038
370	0.331149969
371	0.3310593628
372	0.3310018364
373	0.3309046559
374	0.3307001267
375	0.3306262519
376	0.3305527203
377	0.3304622461
378	0.3303586267
379	0.3301603229
380	0.3300613865
381	0.3299423309
382	0.3298669543
383	0.3294107076
384	0.3293671498
385	0.3292233363
386	0.3291328952
387	0.3290544752
388	0.3288907641
389	0.3287593016
390	0.3286500515
391	0.3285711434
392	0.328485468
393	0.3283722845
394	0.3281748613
395	0.328047335
396	0.3279344559
397	0.3278210988
398	0.3277073872
399	0.3276440344
400	0.3275317663
401	0.3274276979
402	0.3272719881
403	0.3271648131
404	0.3270939596
405	0.3270406464
406	0.326895063
407	0.3267757102
408	0.3266704515
409	0.3265674986
410	0.3264306123
411	0.3263410098
412	0.326275443
413	0.3262056246
414	0.3261365766
415	0.3260418624
416	0.3259828154
417	0.3259125483
418	0.3258765493
419	0.3257658342
420	0.3256933936
421	0.3256025405
422	0.3255198541
423	0.3254187028
424	0.3253379289
425	0.3252130856
426	0.3250261402
427	0.3249199544
428	0.324855075
429	0.3248058675
430	0.3246620296
431	0.3245945426
432	0.3241467705
433	0.3238771743
434	0.3238356895
435	0.3237792273
436	0.3236841639
437	0.3236089715
438	0.3235768271
439	0.3235085687
440	0.3234388882
441	0.3233663781
442	0.3233231057
443	0.3232732504
444	0.3232201689
445	0.3231626549
446	0.3230307554
447	0.3229063118
448	0.3228382696
449	0.3226859924
450	0.3226254001
451	0.3225683661
452	0.3225379017
453	0.322494219
454	0.322452133
455	0.3223487499
456	0.3222569997
457	0.3221008395
458	0.3220168537
459	0.3218682306
460	0.3217141106
461	0.3216388158
462	0.3215706097
463	0.3215120118
464	0.3214620714
465	0.3214166264
466	0.3213520505
467	0.3210045626
468	0.3209156172
469	0.3208706073
470	0.3207731575
471	0.3206903452
472	0.3206622369
473	0.3205757377
474	0.3201946298
475	0.320165493
476	0.3200017875
477	0.3199499042
478	0.3198170039
479	0.3197185808
480	0.3196619626
481	0.3195637611
482	0.3194546992
483	0.3193865745
484	0.3193172383
485	0.3192434364
486	0.3191523184
487	0.3191004779
488	0.3189516519
489	0.3188979732
490	0.3188318668
491	0.3187995037
492	0.3187719781
493	0.3186540937
494	0.3185886558
495	0.3185471636
496	0.3185174675
497	0.3184614437
498	0.3183896356
499	0.3182854217
500	0.3181971551
501	0.3180820597
502	0.3180039267
503	0.3179726882
504	0.3179157728
505	0.3178281164
506	0.3177698912
507	0.3177138412
508	0.3176693175
509	0.31751556
510	0.3174270487
511	0.3171161679
512	0.3169812638
513	0.3168959628
514	0.3168444936
515	0.3167745619
516	0.3167130427
517	0.3166640008
518	0.316621238
519	0.3165787821
520	0.3165152086
521	0.3164167612
522	0.3163347106
523	0.3163093219
524	0.3162824464
525	0.316252287
526	0.3161352261
527	0.3160921071
528	0.3159819977
529	0.3159407242
530	0.3157182138
531	0.3154287831
532	0.3154037531
533	0.31527674
534	0.3151927406
535	0.3151372863
536	0.3150299849
537	0.3149928602
538	0.3149210101
539	0.3148553745
540	0.3148088795
541	0.3147138103
542	0.3146655855
543	0.31462539
544	0.3145720818
545	0.3144996945
546	0.3144502778
547	0.3143225225
548	0.3142839641
549	0.3142240853
550	0.3141441245
551	0.313942149
552	0.3138627226
553	0.3136864447
554	0.313639838
555	0.3136158989
556	0.3135834553
557	0.3135410849
558	0.3134968198
559	0.3133149271
560	0.3132712911
561	0.3132479121
562	0.3132035165
563	0.3131470269
564	0.3131139832
565	0.31303155
566	0.3129452509
567	0.3128862146
568	0.3128158274
569	0.3127550444
570	0.3127276894
571	0.3126301287
572	0.3126072812
573	0.3125470953
574	0.3124791658
575	0.3122858229
576	0.3122601818
577	0.3122059207
578	0.3121357195
579	0.312049301
580	0.3120095584
581	0.3118869716
582	0.3118410705
583	0.3117989765
584	0.3117475759
585	0.3116479563
586	0.3115599926
587	0.3115012167
588	0.3114233101
589	0.311398501
590	0.3112313247
591	0.311168252
592	0.3110917719
593	0.3110221123
594	0.3109944082
595	0.3109265464
596	0.3108391787
597	0.3107837295
598	0.3107592154
599	0.3107146726
600	0.3106838725
601	0.3106014212
602	0.3105616491
603	0.310525251
604	0.3105034945
605	0.3104011816
606	0.3103666865
607	0.3103258789
608	0.310271184
609	0.3102470139
610	0.3101680702
611	0.3100651328
612	0.3100236347
613	0.3099522296
614	0.309860425
615	0.3098049479
616	0.3097499115
617	0.3097036101
618	0.3096701889
619	0.3095806877
620	0.3095449177
621	0.3094975155
622	0.3094640707
623	0.3093872073
624	0.3093583632
625	0.3093163889
626	0.3092948218
627	0.3091777905
628	0.3091220845
629	0.3090985908
630	0.3089659077
631	0.3089407577
632	0.3089060541
633	0.3088706973
634	0.3088257386
635	0.3087770938
636	0.3087406231
637	0.3085816942
638	0.308517019
639	0.3085055589
640	0.3084630478
641	0.3083721068
642	0.308294996
643	0.3082807554
644	0.3082408121
645	0.3081745296
646	0.3080806606
647	0.3080413555
648	0.3080019376
649	0.307965531
650	0.3079050912
651	0.3078605924
652	0.3078074292
653	0.3077405183
654	0.3076839016
655	0.3076238725
656	0.3075620602
657	0.3075432657
658	0.3074643788
659	0.3074524738
660	0.3074052945
661	0.3073678108
662	0.3073139285
663	0.3072798834
664	0.3072101962
665	0.3071837974
666	0.3071598298
667	0.3071225438
668	0.3070448375
669	0.3069737798
670	0.3069582637
671	0.3068864289
672	0.3068209769
673	0.3067263194
674	0.3066981382
675	0.306633092
676	0.306625243
677	0.3066095434
678	0.3065135549
679	0.3064711949
680	0.3064532234
681	0.3063188824
682	0.3062380485
683	0.3062114269
684	0.3061215263
685	0.3060255998
686	0.3059794831
687	0.3059064389
688	0.3058450986
689	0.3058019263
690	0.3057927538
691	0.3057278581
692	0.3056913936
693	0.3056089735
694	0.3055685294
695	0.3055049239
696	0.3054026249
697	0.3053652614
698	0.3053074553
699	0.3052668367
700	0.3052582632
701	0.3051806493
702	0.3051491526
703	0.305127706
704	0.3050332638
705	0.3047972907
706	0.3047824491
707	0.3047219901
708	0.3046505906
709	0.3045924661
710	0.3045316484
711	0.3044412195
712	0.3043566809
713	0.3042772937
714	0.3042101424
715	0.3041973429
716	0.3041567938
717	0.304113581
718	0.3040813519
719	0.3040390248
720	0.3039853787
721	0.3039719141
722	0.3038932964
723	0.3038643422
724	0.3038422481
725	0.3038357496
726	0.3038065904
727	0.3037696832
728	0.3037595486
729	0.3036977688
730	0.3036262168
731	0.3035793751
732	0.3035422925
733	0.3034726287
