iter	Logloss
592	0.3122183413
593	0.3121672316
594	0.3121254162
595	0.3120783431
596	0.3120245863
597	0.3119673244
598	0.3119214701
599	0.3118360867
600	0.3118145927
601	0.3117566362
602	0.3117076398
603	0.3116626484
604	0.3116385097
605	0.3115630811
606	0.3114925519
607	0.3114305319
608	0.3112576933
609	0.3112384028
610	0.3111612704
611	0.3111013272
612	0.3110641991
613	0.3110053309
614	0.3109822161
615	0.3109149019
616	0.3108591707
617	0.3108068399
618	0.310755606
619	0.3107147875
620	0.310674281
621	0.3106207656
622	0.3105304633
623	0.3104724994
624	0.3104504594
625	0.3104316224
626	0.3103944041
627	0.3102963505
628	0.3102236373
629	0.3101682596
630	0.3101505414
631	0.3100930406
632	0.3100741548
633	0.310029663
634	0.3099284577
635	0.3098793542
636	0.3098410146
637	0.3097868849
638	0.3097039561
639	0.3095890837
640	0.3095404457
641	0.3094968802
642	0.3094690244
643	0.3094381631
644	0.3093458669
645	0.309293285
646	0.3092278258
647	0.3091983832
648	0.3091462547
649	0.3091134312
650	0.3090386802
651	0.3089631516
652	0.3088879473
653	0.3088585192
654	0.3088175448
655	0.3087978595
656	0.3087145845
657	0.3086526889
658	0.3085484124
659	0.3085070503
660	0.3084665146
661	0.3083720905
662	0.3083138731
663	0.308243863
664	0.3081884341
665	0.3081676349
666	0.3080747513
667	0.3080069447
668	0.3079356769
669	0.3078941443
670	0.3078106597
671	0.3077815827
672	0.3077350312
673	0.3077062442
674	0.3075942749
675	0.3075105539
676	0.3074220871
677	0.307402821
678	0.3073051672
679	0.3072678149
680	0.3071932515
681	0.307142566
682	0.3070552375
683	0.3070202008
684	0.3069601577
685	0.3069121559
686	0.3068290881
687	0.3067887839
688	0.3067706172
689	0.3067108691
690	0.3066996907
691	0.3066659531
692	0.3066334807
693	0.3066109947
694	0.3065716753
695	0.3065053093
696	0.3064186949
697	0.3063737595
698	0.3063565726
699	0.3062917374
700	0.3062247328
701	0.3061808163
702	0.3060861825
703	0.3060454396
704	0.3059609483
705	0.3058726423
706	0.305818247
707	0.3057985227
708	0.3057809482
709	0.3056878452
710	0.3056105397
711	0.3055369392
712	0.3054920916
713	0.3054461641
714	0.3054178281
715	0.3053347944
716	0.3052510514
717	0.3052352418
718	0.3052111836
719	0.3051192384
720	0.3050749319
721	0.3050553343
722	0.3049982187
723	0.3049653952
724	0.3049135031
725	0.3048760899
726	0.3048457892
727	0.3048375236
728	0.3048091925
729	0.304776408
730	0.3047409326
731	0.3046571555
732	0.3045789725
733	0.3045221761
734	0.3045084091
735	0.3044581502
736	0.3044004861
737	0.3043237168
738	0.3042888361
739	0.30422735
740	0.3042163105
741	0.3041937075
742	0.3041465247
743	0.3041125654
744	0.3040692436
745	0.3040293733
746	0.3038005963
747	0.3037755485
748	0.3037130728
749	0.3037028352
750	0.3036520766
751	0.3036220904
752	0.3035623812
753	0.3035368581
754	0.3035212435
755	0.3034240747
756	0.3033486948
757	0.3032791893
758	0.3032018009
759	0.303170869
760	0.3031385452
761	0.3028575739
762	0.3028292135
763	0.3027620261
764	0.3027061219
765	0.3026339254
766	0.3025787012
767	0.302530597
768	0.3024150544
769	0.3023773096
770	0.302334563
771	0.3022806942
772	0.3022708247
773	0.3022334577
774	0.3019280236
775	0.3018940423
776	0.3018709762
777	0.3018200055
778	0.3017419663
779	0.3017014403
780	0.3016256387
781	0.3015864046
782	0.3015473655
783	0.3015040876
784	0.3014561711
785	0.3014167054
786	0.301403404
787	0.3013287724
788	0.3012616922
789	0.3011727306
790	0.3011510928
791	0.3011136405
792	0.3010839736
793	0.3010209495
794	0.3009574086
795	0.3008940505
796	0.3008801664
797	0.3008449689
798	0.3008259758
799	0.3007873462
800	0.3007286364
801	0.3006683593
802	0.3006161991
803	0.3005721437
804	0.300513624
805	0.3002700659
806	0.3001930651
807	0.3001215048
808	0.3000465198
809	0.2997820869
810	0.2997065023
811	0.2996584347
812	0.2994186279
813	0.2993627481
814	0.299305084
815	0.299295958
816	0.2992248633
817	0.2992164782
818	0.2991913232
819	0.2991669554
820	0.2991404719
821	0.2990915365
822	0.2990360735
823	0.2990065261
824	0.2989527303
825	0.2988943423
826	0.298858177
827	0.298827384
828	0.2987487647
829	0.2987410743
830	0.2986810678
831	0.2985740954
832	0.2984877833
833	0.2984787085
834	0.2984525662
835	0.29837987
836	0.2982993592
837	0.298248525
838	0.2981924941
839	0.298128061
840	0.2979099627
841	0.2978292739
842	0.2977730163
843	0.2977021629
844	0.297692386
845	0.2976546461
846	0.2976048966
847	0.2975597564
848	0.2974772127
849	0.2974126529
850	0.2973904619
851	0.2973135342
852	0.2973012248
853	0.2972279387
854	0.2971711936
855	0.2971202083
856	0.2970655789
857	0.2970354367
858	0.297012295
859	0.2969474597
860	0.2969361595
861	0.2969210664
862	0.2967307898
863	0.2966793121
864	0.2966446337
865	0.296493172
866	0.296420566
867	0.2963929588
868	0.2963465779
869	0.2962996462
870	0.2962575821
871	0.2961902387
872	0.296149525
873	0.2960819452
874	0.2960078401
875	0.2959321068
876	0.2958645294
877	0.2958532827
878	0.2958221874
879	0.2957866388
880	0.2957577568
881	0.2957100475
882	0.2956543018
883	0.2955887572
884	0.2955270444
885	0.2954538997
886	0.2954301243
887	0.2953730306
888	0.2953436123
889	0.2953362706
890	0.2953065257
891	0.2952895558
892	0.2952285084
893	0.2952214299
894	0.2951543083
895	0.2951461207
896	0.2950992718
897	0.2950464681
898	0.2950201236
899	0.2950125088
900	0.2949588568
901	0.2949154302
902	0.2948594237
903	0.2947986396
904	0.2947938864
905	0.2947408609
906	0.294701522
907	0.2946580588
908	0.2946304419
909	0.294557558
910	0.2945457629
911	0.2945227699
912	0.2944890031
913	0.2944398289
914	0.2944071054
915	0.2943669523
916	0.29431819
917	0.2942688988
918	0.2942456108
919	0.2942077759
920	0.2941577972
921	0.2941134249
922	0.2940787635
923	0.2939990059
924	0.2938228863
925	0.2937966563
926	0.2937388947
927	0.2937152314
928	0.2936823129
929	0.2936725824
930	0.2936535089
931	0.2936240809
932	0.2935909771
933	0.2935678159
934	0.2935618172
935	0.2935188927
936	0.2934657624
937	0.2934354008
938	0.2933961423
939	0.2933456933
940	0.293341647
941	0.2932986616
942	0.2932895307
943	0.29323661
944	0.2932044057
945	0.2931379446
946	0.2931012992
947	0.2930328491
948	0.2929785
949	0.2929403092
950	0.2928971629
951	0.2928349772
952	0.2927851034
953	0.2927704516
954	0.2927584346
955	0.292732368
956	0.292714228
957	0.2926659191
958	0.292642502
959	0.2925975763
960	0.2925374723
961	0.2924997811
962	0.2924024905
963	0.2923711125
964	0.2923499232
965	0.2923156397
966	0.2922844006
967	0.2922370326
968	0.2922071414
969	0.2921475371
970	0.2921349376
971	0.2921191011
972	0.2920693882
973	0.2920115218
974	0.2919766386
975	0.291906341
976	0.2918996866
977	0.2918872845
978	0.2918646572
979	0.2918398434
980	0.2918142447
981	0.2917720295
982	0.2917189114
983	0.2916900903
984	0.2916641577
985	0.2916081706
986	0.2915185167
987	0.2914719018
988	0.2914663418
989	0.2914184132
990	0.2913458291
991	0.2912093239
992	0.2911657583
993	0.2911159016
994	0.2910737351
995	0.2910584617
996	0.2910246706
997	0.2909762836
998	0.2908954852
999	0.2908210096
